map_seed,repetition,steps,success,terminated,truncated,complete,base_return,shaped_return,noop_steps
300003,1,31,1,1,0,1,0.69,1.1428,8
300003,2,28,1,1,0,1,0.72,1.1488,9
300003,3,32,0,0,1,1,-0.3200000000000001,0.18800000000000014,6
300003,4,32,0,0,1,1,-0.3200000000000001,0.17960000000000018,16
300003,5,17,1,1,0,1,0.83,1.1772,6
300003,6,32,0,0,1,1,-0.3200000000000001,0.15800000000000014,15
300003,7,32,0,0,1,1,-0.3200000000000001,0.17480000000000012,12
300003,8,32,0,0,1,1,-0.3200000000000001,0.19160000000000016,11
300003,9,32,1,1,0,1,0.6799999999999999,1.1520000000000001,13
300003,10,32,0,0,1,1,-0.3200000000000001,0.17480000000000012,7
300003,11,32,0,0,1,1,-0.3200000000000001,0.19880000000000017,16
300003,12,32,0,0,1,1,-0.3200000000000001,0.19640000000000016,14
300003,13,27,1,1,0,1,0.73,1.1156000000000001,10
300003,14,32,0,0,1,1,-0.3200000000000001,0.1988000000000002,16
300003,15,32,0,0,1,1,-0.3200000000000001,0.1352000000000001,13
300004,0,32,0,0,1,1,-0.3200000000000001,-0.07679999999999984,5
300004,1,32,0,0,1,1,-0.3200000000000001,-0.1055999999999997,16
300004,2,32,0,0,1,1,-0.3200000000000001,-0.0875999999999999,6
300004,3,15,1,1,0,1,0.85,0.9684,3
300004,4,32,0,0,1,1,-0.3200000000000001,-0.10439999999999994,8
300004,5,32,0,0,1,1,-0.3200000000000001,-0.055199999999999805,8
300004,6,32,0,0,1,1,-0.3200000000000001,-0.09959999999999983,14
300004,7,25,1,1,0,1,0.7499999999999999,0.9164000000000001,5
300004,8,3,1,1,0,1,0.97,1.0536,1
300004,9,3,1,1,0,1,0.97,1.0536,1
300004,10,32,0,0,1,1,-0.3200000000000001,-0.09359999999999996,3
300004,11,9,1,1,0,1,0.91,1.0032,3
300004,12,32,0,0,1,1,-0.3200000000000001,-0.11039999999999967,20
300004,13,32,0,0,1,1,-0.3200000000000001,-0.12359999999999977,14
300004,14,32,0,0,1,1,-0.3200000000000001,-0.13679999999999992,12
300004,15,6,1,1,0,1,0.94,1.0296,2
300005,0,18,1,1,0,1,0.82,0.9456,10
300005,1,32,0,0,1,1,-0.3200000000000001,-0.10799999999999992,9
300005,2,32,0,0,1,1,-0.3200000000000001,-0.09359999999999986,5
300005,3,32,0,0,1,1,-0.3200000000000001,-0.13319999999999993,8
300005,4,32,0,0,1,1,-0.3200000000000001,-0.09839999999999993,5
300005,5,6,1,1,0,1,0.94,1.0308,0
300005,6,32,0,0,1,1,-0.3200000000000001,-0.10199999999999988,16
300005,7,32,0,0,1,1,-0.3200000000000001,-0.11159999999999988,7
300005,8,32,0,0,1,1,-0.3200000000000001,-0.09239999999999989,11
300005,9,32,0,0,1,1,-0.3200000000000001,-0.08879999999999988,17
300005,10,2,1,1,0,1,0.98,1.0612,0
300005,11,32,0,0,1,1,-0.3200000000000001,-0.09839999999999986,7
300005,12,7,1,1,0,1,0.9299999999999999,1.0172,5
300005,13,10,1,1,0,1,0.9,1.0064,2
300005,14,32,0,0,1,1,-0.3200000000000001,-0.13319999999999987,13
300005,15,32,0,0,1,1,-0.3200000000000001,-0.09599999999999982,11
300006,0,32,0,0,1,1,-0.3200000000000001,0.09760000000000013,10
300006,1,32,0,0,1,1,-0.3200000000000001,0.0328000000000001,13
300006,2,32,0,0,1,1,-0.3200000000000001,0.06760000000000013,14
300006,3,32,0,0,1,1,-0.3200000000000001,0.06280000000000008,9
300006,4,32,0,0,1,1,-0.3200000000000001,0.07240000000000013,13
300006,5,32,0,0,1,1,-0.3200000000000001,0.10120000000000012,20
300006,6,32,0,0,1,1,-0.3200000000000001,0.11920000000000011,22
300006,7,22,1,1,0,1,0.7799999999999999,1.1028,8
300006,8,17,1,1,0,1,0.83,1.1408,7
300006,9,32,0,0,1,1,-0.3200000000000001,0.08200000000000014,20
300006,10,32,0,0,1,1,-0.3200000000000001,0.09280000000000013,10
300006,11,32,0,0,1,1,-0.3200000000000001,0.047200000000000075,9
300006,12,32,0,0,1,1,-0.3200000000000001,0.10840000000000011,13
300006,13,31,1,1,0,1,0.69,1.068,13
300006,14,32,0,0,1,1,-0.3200000000000001,0.10600000000000014,13
300006,15,32,0,0,1,1,-0.3200000000000001,0.09880000000000014,18
300007,0,10,1,1,0,1,0.9,1.0136,2
300007,1,32,0,0,1,1,-0.3200000000000001,-0.1379999999999999,7
300007,2,7,1,1,0,1,0.9299999999999999,1.0208,1
300007,3,32,0,0,1,1,-0.3200000000000001,-0.15599999999999992,10
300007,4,32,0,0,1,1,-0.3200000000000001,-0.13319999999999993,8
300007,5,3,1,1,0,1,0.97,1.0536,1
300007,6,32,0,0,1,1,-0.3200000000000001,-0.11399999999999988,9
300007,7,16,1,1,0,1,0.84,0.9476,4
300007,8,32,0,0,1,1,-0.3200000000000001,-0.12119999999999992,12
300007,9,2,1,1,0,1,0.98,1.0612,0
300007,10,13,1,1,0,1,0.87,0.9836,3
300007,11,13,1,1,0,1,0.87,0.9776,3
300007,12,20,1,1,0,1,0.7999999999999999,0.9244,6
300007,13,12,1,1,0,1,0.88,0.9852000000000001,2
300007,14,8,1,1,0,1,0.9199999999999999,1.012,0
300007,15,11,1,1,0,1,0.89,0.994,1
300008,0,32,0,0,1,1,-0.3200000000000001,-0.03759999999999987,15
300008,1,17,1,1,0,1,0.83,1.068,3
